"Date","NSW","VIC","QLD","SA","WA","TAS","NT","ACT"
"01/08/22","3196501","2428539","1522064","711189","1067731","231957","90995","191457"
"02/08/22","3207182","2438371","1528369","714299","1071464","232878","91459","192138"
"03/08/22","3223819","2447381","1534789","717162","1075436","233768","91825","192994"
"04/08/22","3238095","2456101","1540314","720268","1079250","234613","92182","193557"
"05/08/22","3250979","2463564","1545217","722731","1084479","235373","92419","194215"
"06/08/22","3262977","2469825","1549391","724690","1087325","236024","92650","194794"
"07/08/22","3273004","2474939","1552040","726285","1089686","236551","92809","195209"
"08/08/22","3280561","2479796","1554485","727990","1089704","237001","92929","195621"
"09/08/22","3290453","2486127","1558630","729945","1092607","237640","93124","196098"
"10/08/22","3301777","2491970","1562422","732008","1095467","238307","93315","196642"
"11/08/22","3312255","2497465","1565759","733963","1098190","238971","93495","197094"
"12/08/22","3321760","2502614","1569073","735513","1100493","239476","93660","197561"
"13/08/22","3329977","2506914","1572205","736913","1102587","239990","93831","197883"
"14/08/22","3336956","2510364","1574149","737913","1104146","240365","93942","198193"
"15/08/22","3342373","2513942","1576075","739234","1105636","240755","94032","198470"
"16/08/22","3349487","2518703","1579319","740679","1107738","241260","94241","198866"
"17/08/22","3357506","2523382","1582401","742164","1110117","241744","94396","199292"
"18/08/22","3365632","2527769","1585450","743393","1112078","242178","94532","199673"
"19/08/22","3372497","2531507","1588201","744489","1113823","242577","94650","199919"
"20/08/22","3378613","2534861","1590848","745340","1115447","242900","94784","200171"
"21/08/22","3382948","2537298","1592014","746004","1116594","243113","94856","200357"
"22/08/22","3387881","2539566","1593582","746910","1117671","243314","94893","200553"
"23/08/22","3393432","2543134","1590503","747842","1119395","243637","95029","200796"
"24/08/22","3400100","2546470","1593131","748855","1121070","243952","95156","201089"
"25/08/22","3405870","2549152","1595336","749665","1122412","244220","95239","201338"
"26/08/22","3411500","2551938","1597448","750458","1123826","244489","95344","201579"
"27/08/22","3416238","2554470","1599300","751024","1124991","244697","95441","201791"
"28/08/22","3420398","2556569","1600425","751463","1126046","244875","95504","201966"
"29/08/22","3423756","2558656","1601641","752136","1126947","245046","95549","202107"
"30/08/22","3428015","2561592","1604056","752904","1128199","245295","95656","202308"
"31/08/22","3433433","2564340","1606342","753585","1129562","245563","95765","202543"
"01/09/22","3438117","2566951","1608374","754249","1130757","245782","95879","202737"
"02/09/22","3442274","2569323","1610225","754847","1131952","245969","95971","202895"
"03/09/22","3445876","2571336","1610225","755379","1133028","246148","95971","203075"
"04/09/22","3448763","2572855","1610225","755761","1133844","246263","95971","203197"
"05/09/22","3451076","2574489","1613590","756189","1134556","246360","96142","203320"
"06/09/22","3454061","2576852","1615230","756883","1135605","246558","96252","203476"
"07/09/22","3457721","2579060","1617007","757540","1137000","246718","96324","203613"
"08/09/22","3461037","2581130","1618566","758216","1138070","246883","96399","203786"
"09/09/22","3463948","2583208","1619998","758840","1139054","247073","96447","203680"
"10/09/22","3463948","2584926","1619998","758840","1139984","247073","96447","203680"
"11/09/22","3463948","2586290","1619998","758840","1140695","247073","96447","203680"
"12/09/22","3463948","2586290","1619998","758840","1141365","247073","96447","203680"
"13/09/22","3463948","2588091","1619998","758840","1142342","247073","96447","203680"
"14/09/22","3463948","2589962","1619998","758840","1143407","247073","96447","203680"
"15/09/22","3463948","2589962","1619998","758840","1144348","247073","96447","203680"
"16/09/22","3480962","2591679","1622985","762643","1145119","247772","96768","204397"
"17/09/22","3480962","2593109","1622985","762643","1145119","247772","96768","204397"
"18/09/22","3480962","2594238","1622985","762643","1145119","247772","96768","204397"
"19/09/22","3480962","2595406","1622985","762643","1145119","247772","96768","204397"
"20/09/22","3480962","2597034","1622985","762643","1145119","247772","96768","204397"
"21/09/22","3480962","2598602","1622985","762643","1145119","247772","96768","204397"
"22/09/22","3480962","2600094","1622985","762643","1145119","247772","96768","204397"
"23/09/22","3495117","2595945","1634219","762643","1150133","248665","97080","205188"
"24/09/22","3495117","2595945","1634219","762643","1150133","248665","97080","205188"
"25/09/22","3495117","2595945","1634219","762643","1150133","248665","97080","205188"
"26/09/22","3495117","2595945","1634219","762643","1150133","248665","97080","205188"
"27/09/22","3495117","2595945","1634219","762643","1150133","248665","97080","205188"
"28/09/22","3495117","2595945","1634219","762643","1150133","248665","97080","205188"
"29/09/22","3495117","2595945","1634219","762643","1150133","248665","97080","205188"
"30/09/22","3507691","2606745","1641389","765857","1154858","249381","97483","205752"
"01/10/22","3507691","2606745","1641389","765857","1154858","249381","97483","205752"
"02/10/22","3507691","2606745","1641389","765857","1154858","249381","97483","205752"
"03/10/22","3507691","2606745","1641389","765857","1154858","249381","97483","205752"
"04/10/22","3507691","2606745","1641389","765857","1154858","249381","97483","205752"
"05/10/22","3507691","2606745","1641389","765857","1154858","249381","97483","205752"
"06/10/22","3507691","2606745","1641389","765857","1154858","249381","97483","205752"
"07/10/22","3518444","2615511","1648437","769187","1159261","250092","97711","206285"
"08/10/22","3518444","2615511","1648437","769187","1159261","250092","97711","206285"
"09/10/22","3518444","2615511","1648437","769187","1159261","250092","97711","206285"
"10/10/22","3518444","2615511","1648437","769187","1159261","250092","97711","206285"
"11/10/22","3518444","2615511","1648437","769187","1159261","250092","97711","206285"
"12/10/22","3518444","2615511","1648437","769187","1159261","250092","97711","206285"
"13/10/22","3518444","2615511","1648437","769187","1159261","250092","97711","206285"
"14/10/22","3530254","2623470","1655265","772083","1164098","250783","97958","206938"
